CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,TechSupport,MonthlyCharges,TotalCharges,Churn
C07990,Female,0,No,No,27,No,Month-to-month,Bank transfer (automatic),No,30.29,828.49,No
C07991,Female,0,No,No,27,DSL,Month-to-month,Bank transfer (automatic),Yes,62.77,1720.49,No
C07992,Male,0,Yes,No,15,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,103.41,1651.7,No
C07993,Male,0,No,No,11,DSL,Month-to-month,Electronic check,Yes,65.9,758.09,No
C07994,Male,0,Yes,No,24,Fiber optic,One year,Electronic check,No,79.97,1945.93,Yes
C07995,Male,0,No,No,35,No,One year,Electronic check,No,32.96,1115.12,No
C07996,Male,0,Yes,No,13,DSL,Month-to-month,Bank transfer (automatic),No,47.88,648.88,Yes
C07997,Male,0,No,Yes,13,No,One year,Electronic check,Yes,42.55,543.9,No
C07998,Male,0,Yes,No,34,DSL,One year,Mailed check,No,52.96,1825.02,Yes
C07999,Female,0,No,No,24,DSL,One year,Electronic check,No,39.91,902.87,No
C08000,Male,0,No,No,28,DSL,Month-to-month,Electronic check,No,52.79,1485.7,Yes
C08001,Female,0,Yes,No,26,Fiber optic,Month-to-month,Bank transfer (automatic),No,78.68,2007.81,No
C08002,Female,0,No,No,20,DSL,One year,Mailed check,No,71.06,1524.98,No
C08003,Male,0,Yes,No,4,Fiber optic,Month-to-month,Electronic check,No,72.57,359.56,Yes
C08004,Female,0,No,No,16,Fiber optic,Month-to-month,Bank transfer (automatic),No,79.22,1289.41,No
C08005,Female,0,Yes,No,27,DSL,Month-to-month,Bank transfer (automatic),Yes,60.47,1657.05,No
C08006,Male,0,Yes,No,28,Fiber optic,One year,Electronic check,No,84.95,2398.24,No
C08007,Female,0,Yes,Yes,13,Fiber optic,Month-to-month,Electronic check,No,104.02,1431.73,Yes
C08008,Male,1,No,No,14,No,Month-to-month,Bank transfer (automatic),Yes,32.59,448.73,No
C08009,Female,0,No,No,31,DSL,One year,Credit card (automatic),No,50.2,1751.19,No
C08010,Male,0,Yes,No,19,DSL,Two year,Electronic check,No,67.83,1299.43,No
C08011,Female,0,No,Yes,3,Fiber optic,Month-to-month,Bank transfer (automatic),No,80.76,182.16,No
C08012,Male,1,Yes,Yes,6,Fiber optic,Month-to-month,Credit card (automatic),No,106.08,666.69,No
C08013,Female,0,Yes,No,12,Fiber optic,One year,Mailed check,No,81.99,1011.69,Yes
C08014,Male,0,No,No,21,No,Month-to-month,Electronic check,No,34.11,713.75,No
C08015,Female,0,Yes,Yes,35,No,One year,Bank transfer (automatic),No,38.11,1305.92,No
C08016,Female,0,No,No,10,DSL,One year,Electronic check,No,56.26,501.2,No
C08017,Male,0,Yes,Yes,9,Fiber optic,Month-to-month,Mailed check,No,83.4,739.4,Yes
C08018,Female,1,Yes,No,19,Fiber optic,Month-to-month,Electronic check,No,79.83,1559.44,No
C08019,Male,0,No,No,4,No,Month-to-month,Electronic check,Yes,32.59,196.23,No
C08020,Female,0,No,No,28,DSL,One year,Electronic check,No,89.74,2627.11,No
C08021,Female,0,Yes,No,23,Fiber optic,Month-to-month,Bank transfer (automatic),No,92.0,2227.44,Yes
C08022,Female,0,Yes,No,3,No,Month-to-month,Credit card (automatic),No,29.16,47.09,Yes
C08023,Female,0,Yes,No,20,Fiber optic,Month-to-month,Mailed check,No,75.54,1464.06,Yes
C08024,Male,1,Yes,Yes,10,Fiber optic,Month-to-month,Electronic check,No,97.89,959.26,No
C08025,Male,0,Yes,No,5,No,Month-to-month,Bank transfer (automatic),Yes,27.13,164.61,Yes
C08026,Male,1,No,Yes,14,No,Month-to-month,Mailed check,Yes,52.74,717.74,Yes
C08027,Female,0,No,No,16,DSL,One year,Bank transfer (automatic),No,80.76,1305.58,Yes
C08028,Male,0,No,No,24,DSL,Month-to-month,Bank transfer (automatic),No,61.45,1485.31,No
C08029,Female,0,No,Yes,25,Fiber optic,Month-to-month,Credit card (automatic),Yes,88.93,2264.24,Yes
C08030,Female,0,Yes,No,27,No,One year,Electronic check,No,24.87,694.17,No
C08031,Male,0,Yes,No,12,No,One year,Electronic check,No,15.0,238.98,No
C08032,Female,0,Yes,No,29,Fiber optic,One year,Electronic check,No,94.48,2745.35,Yes
C08033,Male,0,Yes,No,18,Fiber optic,Month-to-month,Mailed check,No,82.49,1552.24,No
C08034,Male,0,No,No,4,DSL,Month-to-month,Credit card (automatic),No,85.55,270.35,Yes
C08035,Female,0,No,Yes,9,Fiber optic,One year,Credit card (automatic),No,85.82,772.43,No
C08036,Male,1,Yes,No,44,Fiber optic,Two year,Credit card (automatic),No,70.16,3128.11,No
C08037,Male,0,Yes,No,59,Fiber optic,Two year,Electronic check,No,90.37,5344.45,No
C08038,Female,0,No,Yes,17,Fiber optic,One year,Bank transfer (automatic),No,95.19,1552.8,No
C08039,Male,0,No,No,19,Fiber optic,Month-to-month,Mailed check,No,91.55,1699.78,No
C08040,Female,0,Yes,Yes,23,No,One year,Credit card (automatic),No,28.76,639.33,No
C08041,Female,0,No,No,63,DSL,Two year,Electronic check,No,58.48,3652.91,No
C08042,Male,1,Yes,No,1,Fiber optic,Month-to-month,Electronic check,No,88.29,108.97,Yes
C08043,Male,0,No,Yes,12,Fiber optic,Month-to-month,Credit card (automatic),No,87.1,1007.99,Yes
C08044,Female,0,Yes,Yes,11,Fiber optic,Month-to-month,Bank transfer (automatic),No,71.4,856.73,No
C08045,Male,0,Yes,Yes,3,Fiber optic,Month-to-month,Credit card (automatic),Yes,108.92,309.44,No
C08046,Male,0,Yes,Yes,3,DSL,Month-to-month,Electronic check,No,63.76,159.68,Yes
C08047,Female,0,Yes,No,24,DSL,Two year,Credit card (automatic),No,60.32,1517.4,No
C08048,Male,0,No,Yes,70,DSL,Two year,Bank transfer (automatic),Yes,80.24,5631.7,No
C08049,Female,0,Yes,No,14,DSL,Two year,Bank transfer (automatic),No,43.37,580.34,No
C08050,Male,1,Yes,No,20,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,111.9,2285.15,No
C08051,Male,0,No,No,24,DSL,Month-to-month,Bank transfer (automatic),No,50.6,1189.16,No
C08052,Male,0,No,No,22,Fiber optic,One year,Mailed check,Yes,102.38,2294.9,Yes
C08053,Female,0,No,No,6,DSL,Month-to-month,Electronic check,No,48.37,290.36,No
C08054,Female,0,No,No,25,Fiber optic,Month-to-month,Mailed check,Yes,74.23,1778.14,No
C08055,Female,0,No,Yes,18,Fiber optic,One year,Bank transfer (automatic),No,92.21,1655.6,No
C08056,Male,0,No,No,14,DSL,Month-to-month,Electronic check,No,62.61,1006.87,No
C08057,Male,1,Yes,No,13,Fiber optic,Month-to-month,Electronic check,No,73.84,1066.72,Yes
C08058,Male,0,Yes,Yes,15,No,Month-to-month,Bank transfer (automatic),Yes,15.0,284.69,No
C08059,Female,0,No,No,60,DSL,Two year,Electronic check,No,55.24,3419.08,No
C08060,Female,0,Yes,No,25,Fiber optic,Month-to-month,Electronic check,Yes,98.19,2477.06,No
C08061,Female,0,Yes,No,15,DSL,Month-to-month,Credit card (automatic),Yes,63.49,997.0,Yes
C08062,Male,1,Yes,Yes,71,DSL,Two year,Electronic check,No,66.72,4754.05,No
C08063,Female,0,No,No,15,Fiber optic,Month-to-month,Electronic check,No,78.6,1155.13,No
C08064,Male,1,No,Yes,27,DSL,Month-to-month,Mailed check,No,65.69,1745.09,No
C08065,Female,0,No,No,6,No,One year,Mailed check,No,15.0,145.21,No
C08066,Male,0,Yes,No,13,DSL,Month-to-month,Mailed check,No,49.73,590.6,No
C08067,Female,0,Yes,Yes,1,DSL,Month-to-month,Credit card (automatic),Yes,71.56,65.53,Yes
C08068,Male,0,Yes,No,37,Fiber optic,Two year,Bank transfer (automatic),Yes,88.74,3346.79,No
C08069,Male,0,No,Yes,21,Fiber optic,Month-to-month,Mailed check,No,106.8,2350.4,Yes
C08070,Female,1,No,Yes,32,Fiber optic,One year,Mailed check,No,92.77,3037.89,No
C08071,Male,0,Yes,Yes,29,DSL,Month-to-month,Mailed check,No,44.89,1277.9,No
C08072,Male,1,No,No,8,No,Month-to-month,Electronic check,No,34.73,304.52,No
C08073,Female,0,No,No,18,No,Month-to-month,Credit card (automatic),No,15.0,253.48,No
C08074,Female,0,No,No,4,Fiber optic,Month-to-month,Electronic check,No,93.27,391.72,No
C08075,Female,0,No,Yes,23,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,82.04,1959.34,Yes
C08076,Male,0,No,Yes,9,Fiber optic,Month-to-month,Bank transfer (automatic),No,76.64,652.98,Yes
C08077,Female,0,Yes,No,5,DSL,Month-to-month,Credit card (automatic),No,60.25,310.2,No
C08078,Female,0,Yes,No,8,DSL,One year,Electronic check,No,45.76,265.78,No
C08079,Male,0,Yes,Yes,1,DSL,Month-to-month,Mailed check,No,56.2,54.55,Yes
C08080,Female,0,No,No,28,No,Month-to-month,Electronic check,No,15.0,444.57,No
C08081,Male,0,Yes,Yes,24,DSL,One year,Credit card (automatic),Yes,73.05,1728.11,No
C08082,Male,0,No,No,5,Fiber optic,Month-to-month,Mailed check,No,88.6,369.07,Yes
C08083,Male,0,Yes,No,64,DSL,Two year,Electronic check,Yes,58.22,3709.87,No
C08084,Male,1,No,No,29,Fiber optic,One year,Bank transfer (automatic),Yes,90.98,2588.63,Yes
C08085,Female,0,Yes,No,53,DSL,Two year,Electronic check,No,46.41,2610.9,Yes
C08086,Female,0,No,Yes,17,Fiber optic,Month-to-month,Electronic check,No,82.02,1404.3,Yes
C08087,Female,0,No,Yes,25,DSL,Two year,Mailed check,No,67.26,1752.47,No
C08088,Female,0,Yes,No,33,No,One year,Electronic check,No,15.0,461.04,No
C08089,Male,0,No,Yes,7,No,One year,Credit card (automatic),No,39.18,246.45,No
C08090,Female,0,Yes,Yes,15,Fiber optic,Two year,Mailed check,No,82.32,1189.58,No
C08091,Female,1,No,No,34,DSL,One year,Bank transfer (automatic),No,38.4,1337.75,No
C08092,Male,0,No,No,58,DSL,Two year,Credit card (automatic),No,62.9,3625.17,No
C08093,Female,0,No,No,24,No,Month-to-month,Mailed check,No,21.37,535.91,No
C08094,Female,0,No,Yes,26,DSL,One year,Mailed check,No,83.89,2199.11,No
C08095,Female,0,Yes,No,22,DSL,Month-to-month,Electronic check,No,56.68,1288.0,Yes
C08096,Female,0,Yes,No,22,Fiber optic,Month-to-month,Credit card (automatic),No,95.11,2078.82,Yes
C08097,Male,0,Yes,Yes,11,DSL,One year,Credit card (automatic),No,55.25,606.84,Yes
C08098,Male,1,No,No,39,DSL,Two year,Electronic check,No,40.75,1713.83,No
C08099,Male,0,No,No,11,Fiber optic,One year,Electronic check,Yes,88.58,932.57,Yes
C08100,Female,0,No,No,14,Fiber optic,One year,Credit card (automatic),No,88.85,1266.95,Yes
C08101,Female,0,No,No,25,DSL,One year,Mailed check,No,71.16,1803.11,No
C08102,Female,0,No,No,17,Fiber optic,Month-to-month,Bank transfer (automatic),No,64.44,1091.04,No
C08103,Male,0,Yes,No,22,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,90.93,1944.46,No
C08104,Male,0,No,No,21,Fiber optic,Month-to-month,Bank transfer (automatic),No,90.15,1867.39,No
C08105,Female,0,Yes,No,3,DSL,Month-to-month,Credit card (automatic),No,64.18,186.52,No
C08106,Female,0,No,No,6,Fiber optic,One year,Credit card (automatic),No,54.76,325.9,Yes
C08107,Male,0,No,No,9,Fiber optic,One year,Credit card (automatic),No,97.24,844.88,No
C08108,Female,0,Yes,Yes,21,Fiber optic,Month-to-month,Credit card (automatic),No,72.05,1515.57,No
C08109,Female,0,No,Yes,26,DSL,Month-to-month,Electronic check,No,70.86,1873.1,Yes
C08110,Female,0,Yes,No,2,DSL,Month-to-month,Electronic check,No,80.66,112.63,Yes
C08111,Female,0,No,Yes,12,No,Month-to-month,Credit card (automatic),No,34.64,428.62,Yes
C08112,Male,0,No,No,14,DSL,Month-to-month,Electronic check,Yes,63.08,898.74,Yes
C08113,Female,0,No,No,28,Fiber optic,Month-to-month,Bank transfer (automatic),No,82.85,2330.12,No
C08114,Female,0,No,Yes,0,No,Month-to-month,Credit card (automatic),No,26.83,73.76,Yes
C08115,Male,0,No,No,39,Fiber optic,Two year,Mailed check,No,72.72,2911.59,No
C08116,Male,0,No,Yes,15,Fiber optic,Month-to-month,Mailed check,Yes,90.18,1396.61,No
C08117,Female,0,No,No,7,DSL,One year,Electronic check,Yes,57.99,468.03,No
C08118,Male,1,No,No,11,No,One year,Electronic check,No,15.0,209.07,No
C08119,Male,0,Yes,No,0,Fiber optic,Month-to-month,Bank transfer (automatic),No,73.43,40.48,No
C08120,Female,0,No,No,27,Fiber optic,One year,Electronic check,Yes,84.58,2251.73,No
C08121,Male,0,Yes,No,22,Fiber optic,One year,Credit card (automatic),Yes,69.19,1537.67,Yes
C08122,Female,1,No,No,16,No,Month-to-month,Electronic check,Yes,25.58,497.63,Yes
C08123,Male,0,No,No,21,Fiber optic,Month-to-month,Bank transfer (automatic),No,99.96,2100.38,Yes
C08124,Female,0,Yes,No,34,DSL,One year,Electronic check,No,62.28,2129.87,No
C08125,Male,0,Yes,Yes,0,Fiber optic,Month-to-month,Mailed check,Yes,82.73,73.75,Yes
C08126,Male,0,No,No,15,Fiber optic,Month-to-month,Electronic check,No,75.68,1152.12,Yes
C08127,Male,0,Yes,No,27,DSL,Month-to-month,Electronic check,Yes,64.99,1769.57,No
C08128,Female,1,Yes,No,8,No,Month-to-month,Bank transfer (automatic),Yes,15.0,139.81,No
C08129,Female,0,No,No,7,DSL,One year,Credit card (automatic),No,58.77,413.41,Yes
C08130,Male,0,Yes,No,30,Fiber optic,One year,Electronic check,No,86.6,2632.23,No
C08131,Female,0,Yes,Yes,26,DSL,One year,Electronic check,No,52.37,1357.19,No
C08132,Female,0,Yes,No,4,DSL,Month-to-month,Bank transfer (automatic),Yes,63.31,242.4,No
C08133,Female,0,No,No,37,Fiber optic,Two year,Credit card (automatic),No,108.35,4060.17,Yes
C08134,Male,0,Yes,No,13,No,One year,Electronic check,No,31.07,380.14,No
C08135,Female,0,Yes,Yes,6,Fiber optic,One year,Electronic check,No,99.25,689.95,No
C08136,Male,0,No,No,8,DSL,Month-to-month,Electronic check,No,70.22,501.01,No
C08137,Male,0,Yes,Yes,13,Fiber optic,Month-to-month,Electronic check,No,102.8,1249.45,No
C08138,Female,1,No,No,60,DSL,Two year,Electronic check,Yes,54.34,3261.19,Yes
C08139,Female,0,Yes,Yes,4,DSL,Month-to-month,Mailed check,No,35.96,178.1,No
C08140,Male,1,Yes,Yes,13,DSL,One year,Mailed check,No,56.32,677.71,No
C08141,Male,0,Yes,No,22,DSL,One year,Mailed check,No,48.45,1099.1,No
C08142,Female,0,No,No,20,Fiber optic,Month-to-month,Electronic check,Yes,78.66,1593.46,No
C08143,Female,0,Yes,No,34,Fiber optic,One year,Mailed check,No,75.86,2649.91,No
C08144,Male,0,Yes,Yes,11,DSL,Month-to-month,Electronic check,No,65.89,739.98,No
C08145,Female,0,Yes,No,24,Fiber optic,One year,Electronic check,Yes,102.05,2461.34,Yes
C08146,Male,0,Yes,No,51,DSL,Two year,Mailed check,No,74.05,3817.0,No
C08147,Male,0,No,No,40,No,Two year,Electronic check,No,23.82,988.43,Yes
C08148,Female,0,Yes,No,24,Fiber optic,One year,Credit card (automatic),No,62.9,1522.59,Yes
C08149,Male,0,No,No,11,DSL,Month-to-month,Electronic check,Yes,50.73,512.74,Yes
C08150,Male,0,No,Yes,13,No,One year,Bank transfer (automatic),No,15.0,231.49,No
C08151,Female,0,No,No,16,DSL,One year,Mailed check,Yes,59.24,1019.52,No
C08152,Female,1,Yes,No,10,Fiber optic,Month-to-month,Mailed check,Yes,94.12,885.28,Yes
C08153,Male,0,No,Yes,14,DSL,Month-to-month,Bank transfer (automatic),Yes,85.3,1161.27,No
C08154,Female,0,No,Yes,7,Fiber optic,One year,Electronic check,Yes,86.08,585.85,No
C08155,Female,0,Yes,No,25,Fiber optic,Month-to-month,Electronic check,No,58.89,1527.48,No
C08156,Male,0,No,No,46,DSL,Two year,Electronic check,No,41.27,1930.92,Yes
C08157,Female,0,No,No,28,DSL,Month-to-month,Mailed check,No,57.81,1582.82,Yes
C08158,Male,0,Yes,No,0,Fiber optic,Month-to-month,Mailed check,No,107.7,23.58,No
C08159,Male,0,Yes,No,0,DSL,Month-to-month,Bank transfer (automatic),No,72.48,0.0,No
C08160,Female,0,No,Yes,47,DSL,Two year,Electronic check,No,39.13,1837.28,No
C08161,Female,0,No,No,32,Fiber optic,Two year,Credit card (automatic),Yes,66.8,2120.28,No
C08162,Male,0,No,No,29,No,Month-to-month,Electronic check,No,15.0,412.11,Yes
C08163,Male,0,No,Yes,24,DSL,One year,Electronic check,No,68.06,1575.47,No
C08164,Female,0,No,No,23,DSL,One year,Credit card (automatic),No,52.3,1249.98,No
C08165,Male,0,Yes,Yes,6,No,One year,Electronic check,No,16.99,233.85,No
C08166,Male,0,Yes,No,24,DSL,One year,Credit card (automatic),Yes,71.71,1734.19,Yes
C08167,Male,1,Yes,No,0,Fiber optic,Month-to-month,Electronic check,No,72.81,38.88,No
C08168,Female,0,Yes,Yes,25,No,Month-to-month,Electronic check,Yes,15.0,408.73,No
C08169,Male,0,Yes,No,9,No,Month-to-month,Electronic check,No,27.21,286.22,No
C08170,Male,0,Yes,No,21,DSL,Month-to-month,Mailed check,Yes,57.92,1185.84,Yes
C08171,Female,0,Yes,No,12,DSL,Month-to-month,Mailed check,No,70.83,855.66,No
C08172,Female,1,No,No,26,DSL,Month-to-month,Electronic check,No,47.22,1227.04,No
C08173,Female,0,No,No,24,No,One year,Electronic check,No,28.31,730.45,No
C08174,Male,0,Yes,No,27,No,Month-to-month,Electronic check,Yes,19.38,548.08,No
C08175,Female,1,Yes,Yes,25,DSL,One year,Electronic check,Yes,57.72,1510.46,No
C08176,Male,1,Yes,No,13,Fiber optic,One year,Credit card (automatic),Yes,82.64,1108.05,No
C08177,Male,0,Yes,No,37,No,Two year,Mailed check,No,18.68,769.6,No
C08178,Female,0,No,Yes,10,DSL,One year,Bank transfer (automatic),Yes,70.02,760.35,No
C08179,Male,0,No,Yes,22,DSL,Two year,Electronic check,No,61.73,1374.35,Yes
C08180,Male,0,No,No,20,DSL,Month-to-month,Electronic check,Yes,44.61,835.86,No
C08181,Male,0,No,Yes,13,Fiber optic,One year,Bank transfer (automatic),No,87.44,1185.26,No
C08182,Male,0,No,No,25,No,Month-to-month,Credit card (automatic),No,20.07,575.7,No
C08183,Male,0,No,No,31,No,One year,Credit card (automatic),Yes,19.22,617.91,No
C08184,Female,0,No,Yes,27,DSL,Month-to-month,Mailed check,Yes,67.84,1845.89,Yes
C08185,Male,0,No,No,19,DSL,One year,Electronic check,No,56.6,1085.31,Yes
C08186,Male,0,No,No,11,Fiber optic,Month-to-month,Electronic check,No,86.51,963.53,No
C08187,Male,0,Yes,No,10,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,92.58,943.55,No
C08188,Female,0,Yes,No,18,Fiber optic,One year,Electronic check,No,84.63,1592.86,No
C08189,Female,0,No,No,21,Fiber optic,Two year,Credit card (automatic),No,56.73,1191.66,No
C08190,Male,1,Yes,Yes,19,Fiber optic,Month-to-month,Bank transfer (automatic),No,97.06,1890.49,Yes
C08191,Female,0,No,No,40,DSL,Two year,Credit card (automatic),No,36.74,1514.13,No
C08192,Male,0,No,Yes,7,Fiber optic,Month-to-month,Bank transfer (automatic),No,71.43,528.92,Yes
C08193,Male,0,No,No,15,No,One year,Bank transfer (automatic),Yes,20.22,384.7,No
C08194,Male,0,Yes,Yes,64,DSL,Two year,Electronic check,No,59.39,3757.32,No
C08195,Male,0,No,Yes,5,Fiber optic,Month-to-month,Mailed check,Yes,65.21,277.99,Yes
C08196,Male,0,Yes,Yes,0,DSL,Month-to-month,Electronic check,No,62.49,0.0,No
C08197,Female,0,No,No,8,Fiber optic,Month-to-month,Bank transfer (automatic),No,96.04,763.68,No
C08198,Male,0,Yes,No,3,Fiber optic,Month-to-month,Mailed check,No,82.16,291.42,No
C08199,Female,0,Yes,No,6,Fiber optic,One year,Bank transfer (automatic),No,80.64,487.91,No
C08200,Male,0,Yes,Yes,28,No,One year,Bank transfer (automatic),No,39.04,1085.4,Yes
C08201,Male,1,No,No,53,Fiber optic,Two year,Bank transfer (automatic),No,79.01,4277.13,No
C08202,Male,0,Yes,Yes,19,Fiber optic,Month-to-month,Electronic check,No,55.44,1061.12,Yes
C08203,Female,1,No,No,20,DSL,Month-to-month,Credit card (automatic),No,63.04,1294.46,No
C08204,Male,0,No,No,26,Fiber optic,Month-to-month,Electronic check,Yes,78.46,2051.05,Yes
C08205,Female,0,Yes,Yes,18,DSL,Two year,Credit card (automatic),No,51.66,1038.31,No
C08206,Male,0,No,Yes,22,No,Month-to-month,Mailed check,No,44.37,1016.89,No
C08207,Male,0,Yes,No,43,DSL,Two year,Credit card (automatic),No,48.05,2119.11,No
C08208,Male,0,No,No,24,DSL,Month-to-month,Mailed check,No,52.16,1247.83,Yes
C08209,Male,0,No,No,30,DSL,One year,Bank transfer (automatic),No,48.36,1549.39,No
C08210,Male,0,Yes,No,6,No,Month-to-month,Mailed check,No,32.8,249.66,No
C08211,Male,0,Yes,Yes,39,DSL,Two year,Bank transfer (automatic),No,71.39,2759.23,No
C08212,Female,0,Yes,No,31,DSL,One year,Electronic check,Yes,67.79,2129.68,No
C08213,Male,0,No,Yes,30,DSL,One year,Bank transfer (automatic),No,62.1,1965.68,No
C08214,Female,0,Yes,No,10,DSL,One year,Electronic check,No,64.22,735.19,No
C08215,Male,0,Yes,No,1,DSL,Month-to-month,Bank transfer (automatic),No,66.17,0.0,Yes
C08216,Female,0,No,No,8,Fiber optic,Month-to-month,Electronic check,Yes,98.25,793.61,No
C08217,Female,0,Yes,No,11,DSL,One year,Electronic check,No,85.99,957.22,Yes
C08218,Male,0,Yes,No,21,Fiber optic,Month-to-month,Credit card (automatic),Yes,90.23,1909.61,No
C08219,Male,0,No,No,14,DSL,One year,Credit card (automatic),No,52.31,693.58,No
C08220,Female,0,No,Yes,20,Fiber optic,One year,Bank transfer (automatic),No,59.51,1214.51,No
C08221,Female,0,No,No,12,Fiber optic,Month-to-month,Credit card (automatic),No,96.65,1147.35,No
C08222,Male,0,No,No,20,DSL,One year,Electronic check,Yes,74.76,1579.8,Yes
C08223,Male,0,Yes,No,6,Fiber optic,One year,Electronic check,No,78.25,472.93,No
C08224,Female,0,No,No,20,DSL,One year,Electronic check,No,61.4,1157.87,No
C08225,Male,0,Yes,No,23,DSL,One year,Electronic check,No,69.11,1665.64,No
C08226,Female,0,Yes,No,10,Fiber optic,Month-to-month,Electronic check,Yes,66.31,629.33,No
C08227,Male,0,No,No,46,Fiber optic,Two year,Bank transfer (automatic),No,60.41,2843.21,No
C08228,Male,0,No,Yes,0,Fiber optic,Month-to-month,Electronic check,No,79.47,0.0,No
C08229,Female,0,Yes,Yes,15,DSL,Two year,Electronic check,Yes,50.63,716.11,No
C08230,Female,0,Yes,Yes,1,DSL,Month-to-month,Bank transfer (automatic),Yes,78.0,10.3,No
C08231,Male,0,Yes,No,15,DSL,Month-to-month,Electronic check,No,60.83,937.38,Yes
C08232,Male,0,Yes,No,24,Fiber optic,One year,Mailed check,No,95.68,2391.51,No
C08233,Female,0,No,Yes,15,Fiber optic,Month-to-month,Electronic check,No,59.76,831.7,Yes
C08234,Female,0,No,No,23,DSL,Two year,Credit card (automatic),No,57.44,1294.65,No
C08235,Male,0,No,No,7,Fiber optic,Month-to-month,Electronic check,No,79.4,636.13,No
C08236,Female,0,Yes,No,26,DSL,Month-to-month,Credit card (automatic),No,62.28,1713.37,No
C08237,Female,0,No,No,3,No,Month-to-month,Mailed check,Yes,34.43,135.59,No
C08238,Female,0,Yes,No,15,DSL,Month-to-month,Electronic check,No,55.61,824.77,No
C08239,Female,0,Yes,Yes,14,Fiber optic,One year,Electronic check,No,97.31,1404.24,No
C08240,Male,0,No,No,21,Fiber optic,Month-to-month,Bank transfer (automatic),No,84.3,1788.01,No
C08241,Female,0,No,No,14,No,Month-to-month,Credit card (automatic),No,16.81,289.54,No
C08242,Female,0,No,Yes,11,DSL,Month-to-month,Electronic check,Yes,56.69,641.18,No
C08243,Male,0,Yes,No,16,Fiber optic,Month-to-month,Electronic check,No,58.02,917.32,Yes
C08244,Male,0,No,No,21,DSL,Month-to-month,Mailed check,No,73.41,1507.43,Yes
C08245,Male,0,Yes,No,28,No,One year,Mailed check,Yes,23.84,644.64,Yes
C08246,Female,0,Yes,Yes,33,No,One year,Credit card (automatic),Yes,31.31,1062.68,No
C08247,Male,0,No,No,20,DSL,One year,Mailed check,No,74.4,1457.63,No
C08248,Female,0,Yes,Yes,15,Fiber optic,Two year,Electronic check,No,63.48,1018.39,No
C08249,Female,0,No,No,19,Fiber optic,Two year,Credit card (automatic),No,54.19,999.17,Yes
C08250,Female,0,Yes,No,27,DSL,Month-to-month,Mailed check,No,77.86,2110.64,No
C08251,Female,0,Yes,No,25,DSL,Month-to-month,Bank transfer (automatic),No,48.76,1108.52,No
C08252,Female,0,No,No,14,No,Two year,Bank transfer (automatic),No,25.07,369.63,No
C08253,Male,0,No,No,12,Fiber optic,One year,Electronic check,Yes,79.08,990.46,Yes
C08254,Female,0,Yes,No,6,DSL,Month-to-month,Electronic check,Yes,60.89,421.43,No
C08255,Male,0,No,No,20,DSL,One year,Electronic check,No,72.47,1476.57,No
C08256,Female,0,Yes,No,31,DSL,Two year,Credit card (automatic),No,46.5,1463.62,No
C08257,Male,0,No,No,22,Fiber optic,One year,Bank transfer (automatic),No,105.56,2341.61,No
C08258,Female,0,Yes,No,27,DSL,Month-to-month,Electronic check,No,56.19,1505.04,No
C08259,Female,0,No,No,43,Fiber optic,Two year,Bank transfer (automatic),Yes,104.81,4539.65,No
C08260,Female,0,Yes,Yes,21,DSL,Two year,Bank transfer (automatic),No,32.29,784.74,No
C08261,Male,0,Yes,Yes,15,DSL,Month-to-month,Electronic check,No,50.24,818.14,No
C08262,Male,0,No,Yes,59,DSL,Two year,Mailed check,Yes,45.28,2710.3,No
C08263,Female,0,No,No,37,No,Two year,Bank transfer (automatic),No,15.0,571.4,No
C08264,Male,1,Yes,No,21,DSL,Month-to-month,Electronic check,No,75.14,1599.74,No
C08265,Female,0,Yes,No,20,Fiber optic,One year,Credit card (automatic),Yes,73.23,1537.15,No
C08266,Male,0,Yes,No,25,DSL,Month-to-month,Bank transfer (automatic),No,72.01,1864.82,Yes
C08267,Female,0,Yes,No,33,Fiber optic,One year,Electronic check,No,93.89,3165.85,No
C08268,Male,0,Yes,No,71,DSL,Two year,Credit card (automatic),No,73.48,5324.68,No
C08269,Female,0,No,Yes,11,Fiber optic,Month-to-month,Electronic check,No,64.48,761.74,No
C08270,Female,0,No,No,6,No,Month-to-month,Credit card (automatic),No,32.83,302.86,No
C08271,Male,0,No,Yes,14,DSL,Two year,Electronic check,No,75.44,1212.64,No
C08272,Male,0,Yes,No,71,DSL,Two year,Bank transfer (automatic),No,72.14,5063.23,No
C08273,Male,0,No,No,20,Fiber optic,Month-to-month,Bank transfer (automatic),No,84.25,1707.42,Yes
C08274,Female,0,No,No,35,DSL,Two year,Electronic check,No,39.37,1358.75,No
C08275,Female,0,No,Yes,22,Fiber optic,Month-to-month,Mailed check,Yes,85.66,1901.6,Yes
C08276,Female,0,No,Yes,1,DSL,Month-to-month,Mailed check,Yes,66.89,181.61,Yes
C08277,Female,0,Yes,Yes,9,Fiber optic,One year,Bank transfer (automatic),No,79.06,808.24,No
C08278,Male,0,No,No,28,Fiber optic,One year,Electronic check,No,83.96,2387.52,Yes
